name,review,reviewer_stats,ratings_given,review_like,language,neg,neu,pos,compound,sentiment
Gina,"As famous works Thomas Hobbes, book provides excellent source understanding thoughts political philosophy. Although language bit awkward first, due written several hundred years ago, gets easier go along.","1,564 reviews
5 followers",Rating 4 out of 5,None,en,0.0,0.707,0.293,0.8271,positive
Charles,"Another audio book LibriVox, I actually physical book case plan read point future. I found sections civil government compelling sections ecclesiastical rule.","203 reviews
2 followers",Rating 3 out of 5,None,en,0.0,0.944,0.056,0.0772,positive
Jesse Winslow,"I bit trouble reading book archaic language. I glean quite bit good info regarding Hobbes theories religion, morality, politics. It's must read, take time.","102 reviews
5 followers",Rating 4 out of 5,None,en,0.149,0.701,0.15,0.0103,neutral
Michele,"I enjoyed reading story. I think part Deryn Sharp commoner, girl disguises boy British Air Service rooting success. She's brilliant airman, constant fear someone find true identity.","37 reviews
7 followers",Rating 3 out of 5,None,en,0.0,0.653,0.347,0.8934,positive
Brad,"Few people, least immediate social circle, describe Hobbesian -- would could explain terrifically describes horrific vision hierarchical administration. Read, know enemy is.","31 reviews
38 followers",Rating 4 out of 5,None,en,0.231,0.618,0.151,-0.4588,negative
Katharsis,"The main idea nice, cares whole book inedible? The first part book bullshit nothing society. Read summary, waste time.",2 reviews,Rating 2 out of 5,None,en,0.163,0.753,0.084,-0.4404,negative
Martin,"A monumental book, one need agree everything Hobbes says, realise scope understanding, garganuan task set himself, largely succeeded achieving Leviathan.",5 reviews,Rating 5 out of 5,None,en,0.078,0.821,0.101,0.1531,positive
mwr,"Sure, read defense monarchy face limited intellect humans, love details. In compact volume Hobbes explains everything source human laughter cause wet dreams.","281 reviews
8 followers",Rating 5 out of 5,None,en,0.074,0.794,0.132,0.2732,positive
Amy,"Was surprised large amount Bible study last third work. Also learned I, unfortunately, patience attention span minutiae philosophy. But do, interesting argument 'monarchy', &c. Hrmm.","113 reviews
10 followers",None,None,en,0.067,0.749,0.184,0.5261,positive
Joshua Duffy,"Um, ya, so...........sorry Hobbes; I could get one. I enjoyed professor teaching it, much dry archaic engage sense. Classic though, I glad understanding it.","176 reviews
20 followers",Rating 2 out of 5,None,en,0.049,0.951,0.0,-0.296,negative
Ben Kearvell,"How establish, maintain, I suppose sanctify commonwealth - monarchical democratic (by assembly). Hobbes defines limits sovereign authority - basically -, function theology government.","Author 
1 book
8 followers",Rating 3 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Julianna Helms,"Need read someday debate (I LD, largely founded philosophy). I card Hobbes lot, too, though captain warned book incredibly difficult get through. Oh well... YOLO, amirite? #DontKillMe","277 reviews
140 followers",None,None,en,0.148,0.718,0.134,-0.0772,negative
Hector Moll-carrillo,"Excellent every way. Am second pass, I return copies wait available again. May gods bless people keep Link+ running may powers-that-be increase salaries improve working conditions.",2 reviews,Rating 5 out of 5,None,en,0.113,0.608,0.28,0.5386,positive
Nosemonkey,"Scarily readable quotable, considering Hobbes' politics outdated touch mad even standards time. The fact idiots still mining political ideas today terrifying, though fun food thought sure take seriously...","392 reviews
7 followers",Rating 3 out of 5,None,en,0.426,0.574,0.0,-0.8143,negative
Luis,"A book time circunstances. Written midst English Civil War, early vision social contract absolute state, relatively sound philosophical conundrum behind.","195 reviews
5 followers",Rating 4 out of 5,None,en,0.105,0.726,0.169,0.3802,positive
N.,"Didn't finish it, got bored first couple chapters. Not necessarily content (it rather interesting actually), I many things read time. Perhaps I'll try later.",186 reviews,Rating 3 out of 5,None,en,0.196,0.615,0.19,-0.0258,neutral
Peter J.,"I agree several Hobbes' stances, example, sovereign god's representative earth challenged calls canon, I learn bit reading.","Author 
1 book
6 followers",Rating 3 out of 5,None,en,0.0,0.635,0.365,0.5574,positive
Katie Anderson,"This difficult read. Not hard understand may ""that say"" statements. I got first time, thanks. Interesting view Mr. Hobbes way things be. I really review life time Thomas Hobbes understand coming from.",185 reviews,None,None,en,0.0,0.748,0.252,0.4019,positive
Cecilia López,"No tiene que ver con estar de acuerdo con Hobbes, si más bien ver el contexto histórico en el que se escribió la influencia que generó partir de ahí. Muy interesante. En lo personal atrajo más la parte de ""El hombre"" que ""El estado"".","14 reviews
1 follower",Rating 4 out of 5,None,es,0.0,1.0,0.0,0.0,neutral
Toral,"analyzes speech define man, politics, world","4 reviews
1 follower",Rating 3 out of 5,None,en,0.438,0.562,0.0,-0.5994,negative
Lindsay,"It's sad, I think Hobbes gradually dark side. Just think, freshfaced little first year, I liked Locke.","52 reviews
8 followers",Rating 4 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Em,I need reread this. I cannot remember anything lol. But good!,64 reviews,Rating 3 out of 5,None,en,0.275,0.405,0.32,0.25,positive
Julie,"ash's pick, theme VIOLENCE (read Fight Club A Clockwork Orange) May 2002","44 reviews
1 follower",Rating 4 out of 5,None,en,0.0,0.594,0.406,0.6249,positive
Sammy,Had read book political science classes. I loved Hobbes cynical view human nature. I could discussed book depth hours time!,"75 reviews
7 followers",Rating 5 out of 5,None,en,0.17,0.83,0.0,-0.5972,negative
Radit malasmembaca,"human nature originally bad... homo homini lupus, human wolf kind social contract needed",25 reviews,Rating 3 out of 5,None,en,0.0,0.621,0.379,0.7269,positive
Zach,"read fair portion book class, finished it. might. curious ending.","296 reviews
5 followers",None,None,en,0.0,1.0,0.0,0.0,neutral
Vincent Saint-Simon,"Sirs Madams, Some interesting ideas poorly written. Re, V","100 reviews
7 followers",Rating 4 out of 5,None,en,0.19,0.648,0.162,0.1027,positive
Draco3seven Crawdady,I read entirely... I I say... tis pillar western thought... thing weighs ton sinks ships wills,"65 reviews
2 followers",Rating 5 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Skylar Burris,"I understand political classic, torture read.","Author 
20 books
222 followers",Rating 1 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Kerry,A must read understand lock doors. One books ire-raising books ever written.,"27 reviews
2 followers",None,None,en,0.438,0.562,0.0,-0.7378,negative
Wm,"Nasty, brutish difficult read I college. Better second time around. Best start Thucydides.","218 reviews
11 followers",Rating 5 out of 5,None,en,0.438,0.562,0.0,-0.7378,negative
Matt,A great classic. I see coming from.,"255 reviews
5 followers",Rating 3 out of 5,None,en,0.238,0.762,0.0,-0.3612,negative
Jason Williams,Long live State! Just put book format everything Dick Cheney George Bush ever said American political system: that's Leviathan. Yikes!,179 reviews,Rating 3 out of 5,None,en,0.0,0.0,1.0,0.4926,positive
Matt,Leviathan probably clear exposition application Early Modern mechanism social philosophy. It fascinating.,"Author 
56 books
17 followers",Rating 5 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Ramon,Una muestra de las malas ideas terribles concepciones mentales cómo estas están afectando al mundo de hoy.,11 reviews,Rating 1 out of 5,None,es,0.0,1.0,0.0,0.0,neutral
Jaime,The fascinating thing Hobbes (aside cynicism) Leviathan keeps surfacing human political history. It's hard beast keep down.,"549 reviews
2 followers",Rating 4 out of 5,None,en,0.0,1.0,0.0,0.0,neutral
Lindsay,The book made major Political Science,5 reviews,Rating 5 out of 5,None,en,0.0,0.706,0.294,0.3612,positive
Megan,For Philosophy,"424 reviews
4 followers",None,None,en,0.0,1.0,0.0,0.0,neutral
Lacy Katherine,Aggggh. Book. make Lacy feel DUMB. No try read train.,"61 reviews
5 followers",None,None,en,0.0,1.0,0.0,0.0,neutral
Lacy,Aggggh. Book. make Lacy feel DUMB. No try read train.,"57 reviews
7 followers",None,None,en,0.0,1.0,0.0,0.0,neutral
